actual_price,nn_pred,xgb_pred
4.5,4.4343324,4.4465513
3.5,3.5609543,3.4915562
4.25,4.291527,4.1868925
3.75,4.1240764,3.7804694
3.25,3.5700126,3.3068147
4.25,4.270441,4.1864996
3.75,3.7547204,3.7290423
3.75,4.1251793,3.7800767
3.25,3.5476859,3.2435014
3.25,3.5507393,3.2381296
0.8,0.97376645,0.7992571
0.8,0.9990286,0.8037572
3.0,3.227411,2.9966562
3.25,3.586576,3.3040442
3.5,3.6084232,3.47096
2.0,2.657187,2.0259223
2.2,2.884885,2.231974
3.5,3.5504992,3.4731495
3.0,3.0765743,2.9571333
2.2,3.094514,2.240144
3.5,3.845885,3.5658417
2.5,3.0647755,2.5677607
3.0,3.1644192,2.9596326
3.25,3.5645568,3.2646646
3.0,3.3585968,3.0579169
3.0,3.473686,3.0621932
0.8,0.9860604,0.80357826
2.5,2.9110394,2.5359888
3.75,3.7198584,3.7266846
2.1,2.5673158,2.5656848
3.5,3.593051,3.472513
2.5,3.084922,2.5670755
3.1,3.0136135,3.054376
3.75,3.9715936,3.7632315
0.8,0.99015296,0.8037572
3.0,3.420442,3.0574403
3.5,3.769067,3.5658417
3.5,3.9903839,3.5758314
3.1,3.0136135,3.0521286
2.5,2.998273,2.5092754
12.0,13.006878,12.52173
2.2,3.0688019,2.240144
3.0,3.0999184,2.9584975
3.5,3.576327,3.472513
21.0,19.41611,21.030994
3.0,3.358564,3.0584881
3.0,3.2170048,2.948241
4.0,3.7012284,3.923318
0.8,0.97974455,0.7994352
3.5,3.5855215,3.442486
3.1,3.0136135,3.054376
3.75,3.7430494,3.7298799
4.5,4.315573,4.4925485
3.0,3.0653784,2.9324298
3.0,3.3965735,3.0621932
3.1,3.327013,3.1020372
2.5,2.9499598,2.5099986
2.2,2.8716035,2.231974
4.0,3.7013612,3.923318
3.75,4.3223276,3.8060846
3.0,3.073019,2.9514441
4.0,3.6988308,3.923318
2.5,3.0080395,2.556811
3.0,3.2566996,2.9966562
3.5,3.547272,3.476441
3.5,4.0053234,3.571112
3.0,3.2405324,2.9622872
4.5,4.2968016,4.468581
3.25,3.56338,3.2646646
2.5,2.9693162,2.5418882
3.75,3.7209609,3.7311192
10.0,10.157719,9.994183
3.1,3.0136135,3.051535
3.5,3.5544229,3.4766483
2.5,3.0747864,2.561665
3.5,3.5772855,3.442486
3.5,3.5614107,3.4905872
3.1,3.0136135,3.0508027
3.75,3.7627788,3.6820314
3.1,3.0136135,3.054376
4.5,4.3484125,4.471984
2.5,3.073587,2.5620804
2.5,3.0222528,2.5547931
3.0,3.0837731,2.9548914
2.2,3.0817878,2.2381716
2.55,3.0136135,2.6123736
3.0,3.2013435,2.963414
4.5,4.2147846,4.4863505
3.25,3.5642157,3.2419004
2.5,2.9864569,2.5092754
3.0,3.251173,2.994233
3.0,3.1547284,2.9638312
3.0,3.1941772,2.9634762
14.75,17.967981,14.867265
4.25,4.0664654,4.195586
2.5,3.0752127,2.5673032
18.0,18.677721,17.974419
3.0,3.2381625,2.9477835
2.0,2.6777327,2.021214
3.75,3.9535313,3.7736754
2.5,3.0061393,2.5569994
2.5,2.9866102,2.5092754
2.5,2.9965584,2.5553093
2.0,2.6463857,2.021214
2.5,3.1300163,2.5397518
4.25,4.1251507,4.200648
3.0,3.0427234,2.932907
2.5,2.9609685,2.5108445
3.0,2.583935,2.621357
3.25,3.544321,3.2626033
4.25,4.289193,4.1868925
3.0,3.0766873,2.9754167
0.8,0.9827262,0.79993045
4.5,4.2821074,4.467692
3.0,3.1630135,2.97099
3.75,3.7257128,3.7291152
2.5,2.9382222,2.538245
3.5,3.56224,3.4967086
4.0,3.6965737,3.9241486
4.25,4.0654507,4.195979
3.5,3.5520248,3.473967
4.25,4.3130255,4.1864996
3.1,3.0136135,3.054376
4.5,4.385343,4.445618
3.25,3.5575771,3.263387
3.0,3.065999,2.932485
3.0,3.4359798,3.0618005
0.8,0.9763199,0.8035693
0.8,0.97629,0.80507845
3.0,3.1631753,2.97099
2.5,3.079403,2.5607154
3.0,3.0907896,2.9754167
3.5,3.5913897,3.4461205
3.0,3.222446,2.9605923
2.5,3.0795617,2.5673032
2.2,3.0649993,2.241374
2.5,2.9594424,2.5099986
3.0,3.3701882,2.951836
3.75,3.7733603,3.7628388
0.8,0.9693648,0.7996807
2.5,3.0641932,2.5670755
2.5,2.967865,2.5423458
2.5,3.0792005,2.5627148
2.5,3.0184329,2.556811
3.75,4.07736,3.7804694
2.5,2.9563727,2.535761
3.0,3.0923445,2.9754167
3.5,3.6386244,3.4461205
3.0,3.199649,2.9628341
3.0,3.0877252,2.9569094
3.0,2.6056738,2.7600243
2.5,2.9786758,2.5108445
3.75,3.788639,3.6820314
2.5,2.9731517,2.507822
4.5,4.2703505,4.4870105
2.2,2.7859457,2.2299645
3.0,3.1650977,2.9650517
45.0,30.528553,45.002327
2.55,3.0136135,2.614673
3.5,3.5520463,3.485057
2.5,3.1338415,2.541944
3.25,3.572739,3.3247457
3.75,3.7231092,3.6803768
2.5,2.9423947,2.535761
3.0,3.0730588,2.9754167
3.5,3.8505678,3.5655117
0.8,0.98388755,0.80516833
3.75,4.0374794,3.7643864
4.25,4.067342,4.195586
2.2,3.0813653,2.241374
2.5,3.0656443,2.5673032
2.65,3.296873,2.7660718
2.5,3.0262702,2.556811
3.75,3.7113407,3.6803768
3.0,3.176836,2.964448
3.0,3.0733852,2.9741867
3.5,3.5682757,3.4448903
3.25,3.5619242,3.260434
2.45,2.94326,2.514233
2.45,2.9588046,2.5133283
2.5,3.075433,2.5679417
3.75,4.313718,3.8086352
4.5,4.312461,4.468706
3.5,3.6240513,3.4461205
4.25,4.066519,4.195586
3.0,3.18014,2.97099
0.8,0.9881656,0.80367726
3.75,3.7344337,3.7632315
3.1,3.4131489,3.1012104
2.45,2.9036212,2.5141702
3.0,3.0699537,2.9754167
3.0,3.2392023,2.9959803
4.0,3.6807418,3.9253833
3.75,4.0608406,3.7815173
4.25,4.066801,4.195586
2.55,3.0136135,2.6145263
3.0,3.0687532,2.9554152
3.5,3.537247,3.442486
3.0,3.0708227,2.951836
3.1,3.0136135,3.0515962
3.1,3.3118947,3.101941
2.5,3.0681732,2.5554302
4.5,4.3821044,4.4412274
3.0,3.0814323,2.9741867
3.75,4.3449326,3.8099263
3.5,3.931149,3.5659378
3.0,3.0876284,2.9560864
3.5,3.614767,3.4461205
2.5,3.0721292,2.5677607
4.75,4.502493,4.6880198
3.0,3.0790796,2.9326108
2.5,3.0750277,2.5624557
3.75,3.982556,3.76321
3.0,3.1918907,2.9477282
3.75,4.3033514,3.8106987
3.5,4.0834208,3.563845
3.75,3.7808378,3.7628388
3.5,3.553807,3.442486
0.8,0.98977554,0.8036213
3.25,3.5728028,3.3104527
2.0,2.6777232,2.0218124
2.5,3.1458158,2.541385
3.75,4.0459027,3.771257
3.5,3.6350873,3.472513
4.0,3.226181,3.922123
0.8,1.004991,0.8034785
8.95,9.395534,8.949005
2.55,3.0136135,2.6172562
3.0,3.0771437,2.941016
3.0,3.222363,2.948643
4.75,4.585638,4.693894
2.0,2.6527114,2.0259223
2.45,2.9612877,2.51526
3.75,4.314822,3.8043618
4.25,4.113163,4.2010407
4.5,4.4291687,4.446462
3.5,3.5537477,3.4811773
3.5,3.5971437,3.4461205
2.0,2.7200801,2.021214
2.5,2.97224,2.5354002
3.0,2.5581927,2.8201292
2.0,2.629694,2.0271523
3.75,4.3081636,3.8074677
10.0,11.046751,10.013343
2.5,2.928999,2.5412564
2.5,2.935512,2.5099986
3.0,3.563777,3.0236044
3.0,3.205854,2.964046
4.0,3.6775424,3.9213
2.5,3.103466,2.5410001
3.0,3.1591263,2.97099
3.75,3.7559326,3.727301
4.75,4.49864,4.6878033
3.5,3.5460281,3.4448903
3.0,3.2290168,2.948241
3.75,3.7406776,3.728276
3.1,3.3891034,3.1008449
3.0,3.1574945,2.9641035
2.5,2.916552,2.5364463
4.25,4.114085,4.1970277
3.0,3.7025664,3.021457
4.75,4.47848,4.6929326
0.8,0.9991059,0.80516833
4.25,4.066595,4.195586
2.2,2.8546243,2.231433
3.75,3.9111285,3.7632825
2.0,2.7023225,2.0218124
2.5,2.966161,2.5348263
3.75,3.7131703,3.6829264
4.25,4.111788,4.2010407
3.25,3.5505183,3.244056
2.2,2.800136,2.2299645
3.0,3.0781684,2.9754167
3.5,3.621929,3.473054
3.75,4.322682,3.8095963
0.8,0.97867024,0.8041432
3.5,3.9149163,3.5645506
3.75,3.7536516,3.7356544
3.0,3.231325,2.994233
3.75,4.0566273,3.7864137
3.5,3.6236246,3.4898372
3.0,3.204205,2.964046
3.0,3.1197047,2.9619064
4.5,4.2506037,4.4682126
3.0,3.2299345,2.9604702
3.75,3.9921875,3.7736754
3.75,3.7594187,3.7632315
3.1,3.3236778,3.1018782
3.0,3.6726747,3.0251803
2.0,2.6380618,2.0259223
2.2,2.8209813,2.231433
2.45,2.9196634,2.5134223
0.8,0.98457754,0.80516833
3.1,3.4290605,3.1016688
2.5,3.062489,2.5677607
2.0,2.6937847,2.0218124
2.5,3.0725923,2.5673585
2.5,3.068195,2.5673032
3.75,3.755655,3.7283995
3.25,3.566086,3.3031735
3.25,3.5502725,3.2411168
3.0,2.5669556,2.6723833
2.55,3.0136135,2.6160197
3.0,3.0763268,2.9510698
4.0,3.6631238,3.923318
3.75,3.7208958,3.6820154
3.5,3.9504635,3.5656016
4.25,4.2668524,4.1864996
3.0,3.265869,2.9907348
3.5,3.6022573,3.473054
2.5,2.9365554,2.5083966
0.8,0.996067,0.7998478
3.75,4.0183573,3.7508194
3.0,3.1480355,2.97099
3.0,2.9848762,2.963591
8.95,9.325381,8.946834
3.25,3.556531,3.2454681
7.6,7.725219,7.60466
2.5,3.1083403,2.5417619
2.5,2.9615204,2.5346189
0.8,0.9847048,0.8003025
0.8,0.9766372,0.80350566
3.75,3.7611861,3.7628388
2.5,2.9665093,2.5366206
3.1,3.0136135,3.049648
2.1,2.6072948,2.6040514
4.0,3.6409562,3.9214392
2.45,2.9628317,2.5134223
3.0,3.0774126,2.9513495
3.5,3.558417,3.4448903
2.5,2.9579644,2.537452
4.25,4.2042675,4.1972327
2.2,3.098777,2.2381716
3.0,3.072019,2.9741867
3.0,3.2247367,2.9477835
3.5,3.632694,3.5513754
2.5,3.0761006,2.5673032
6.4,11.442678,6.4673543
2.0,2.665565,2.0245647
3.0,3.1566107,2.9429233
2.5,3.0157456,2.5092754
3.0,3.3638325,3.0579169
3.5,3.5408967,3.442486
2.55,3.0136135,2.6170678
4.0,3.6994648,3.9208813
2.5,3.0363293,2.5556526
2.0,2.6870737,2.0217488
3.5,3.5432894,3.4800055
4.25,4.3584557,4.1868925
2.2,3.0762706,2.240144
2.5,2.919977,2.507822
2.2,2.8539546,2.231433
2.5,2.9458864,2.5365434
2.5,3.1858706,2.54448
3.0,3.1955929,2.9966562
0.8,0.9895346,0.79700434
2.5,3.1127126,2.5409389
0.8,0.99589735,0.80410784
3.0,3.1016052,2.9574683
2.5,2.954231,2.5419436
3.0,3.2488236,2.948241
3.0,3.128857,2.9492962
3.5,3.968038,3.5643756
2.2,3.0785463,2.2381716
3.5,3.8332353,3.564215
2.55,3.0136135,2.6150498
2.0,2.6451468,2.0271523
3.25,3.5474832,3.2427177
2.5,2.925213,2.5378044
3.75,4.0592966,3.7864137
3.0,3.2504413,2.9959803
3.1,3.0136135,3.053999
2.5,2.9955206,2.55614
2.5,3.1856184,2.5422857
2.5,2.9633117,2.5371876
4.75,4.4943905,4.6884565
2.5,3.0780463,2.5596848
3.75,4.1033306,3.7804694
3.0,3.2540083,2.9966562
2.5,3.071858,2.560594
3.0,3.0850868,2.930531
2.5,3.1099715,2.541455
3.0,3.320293,2.9898517
4.25,4.1271873,4.200648
2.5,2.9526205,2.5348701
3.0,3.2502713,2.9477835
3.75,4.0665627,3.780946
2.5,2.94316,2.5108445
3.0,3.1728668,2.9650517
0.8,0.9967531,0.8041432
3.0,2.603833,2.6106627
3.25,3.548993,3.2435014
0.8,0.9682861,0.8037249
4.25,4.2853875,4.1868925
3.5,3.762498,3.560918
3.0,2.6269052,2.5675514
3.5,3.7731593,3.5623233
3.1,3.409546,3.1019058
2.5,3.0892959,2.5621157
2.5,2.9361627,2.537452
3.5,3.611369,3.549491
2.0,2.6473405,2.0259223
3.0,3.2807775,2.9616804
3.0,3.1427922,2.9709263
2.5,3.176751,2.5422857
2.5,2.9588847,2.5367668
3.5,3.5645616,3.4798849
3.0,3.4238753,3.0574403
2.0,2.6783495,2.021214
2.5,3.0745862,2.5625734
3.25,3.5703676,3.3071032
3.75,3.7317011,3.6812046
2.5,2.935498,2.5383646
2.5,3.0100584,2.5553093
3.0,3.2660382,2.9477835
3.0,3.2484555,2.994233
4.25,4.0641994,4.195979
3.0,3.0737488,2.9511914
2.5,3.1200254,2.542502
4.5,3.7466884,4.475757
2.2,3.097772,2.2381716
3.5,3.580139,3.4830594
3.0,3.0631676,2.9754167
3.1,3.0136135,3.0519392
2.0,2.6275375,2.0271523
4.5,4.318075,4.4687176
3.75,3.6464171,3.7628388
3.0,3.0827546,2.9754167
2.5,3.0651586,2.5673585
3.1,3.0136135,3.0552924
3.75,3.729891,3.6808012
3.0,3.5382607,3.0618005
2.0,2.7049842,2.0218124
12.0,13.851666,14.215201
3.5,3.940572,3.5656016
3.0,3.1492321,2.9613492
3.75,3.7244532,3.7334833
4.5,4.287158,4.4685717
3.0,3.1853218,2.9635885
3.75,4.1180906,3.7800767
3.1,3.3971646,3.1008449
3.1,3.3955703,3.1018622
3.75,4.072486,3.786021
2.0,2.6830077,2.021214
2.0,2.6325083,2.0259223
3.5,3.5868912,3.4715009
2.5,3.061238,2.5677607
2.0,2.6074152,2.0271523
2.2,2.7680268,2.2305055
0.8,0.9799392,0.80441636
3.0,3.0783353,2.9329426
3.5,3.56515,3.4808772
3.5,3.8956344,3.5616639
2.5,2.9467528,2.542401
4.75,4.4933715,4.691741
0.8,0.97163033,0.8041619
3.5,3.5462856,3.4782076
3.0,3.3959332,3.0570476
3.0,3.4722836,3.0570476
3.0,2.609298,2.9188428
2.5,2.953247,2.5083966
2.2,3.0595338,2.240144
0.8,0.9992048,0.80516833
3.5,3.8248987,3.5655117
2.5,3.1048481,2.5437799
4.5,4.2875156,4.4682126
4.5,4.1237593,4.444795
3.5,3.5744483,3.4920652
3.5,3.5885723,3.4448903
3.0,3.2861545,2.9610014
2.5,2.9139967,2.507822
3.0,3.0722523,2.9328873
2.5,2.9604824,2.507822
2.5,2.93779,2.537452
3.0,3.1847851,2.9589825
22.5,20.95318,22.351976
3.75,3.7659905,3.681573
4.5,4.3894496,4.443716
0.8,0.984105,0.80089927
3.5,3.5532973,3.474863
3.5,3.595611,3.442486
3.0,3.1677213,2.9703915
2.5,3.149425,2.5429568
3.0,3.094056,2.9727805
2.5,3.0265367,2.5547931
3.0,3.1838913,2.964046
3.1,3.367021,3.1008031
3.1,3.0136135,3.0552413
2.5,2.8993073,2.5353036
2.5,2.9788613,2.5099986
3.0,3.0804474,2.9316998
3.0,3.1661954,2.9966562
3.0,3.3100448,2.9907348
2.5,3.0772934,2.5677607
3.0,3.2242265,2.9619415
2.2,3.089122,2.241374
2.0,2.6759892,2.0259223
3.5,3.6140869,3.4790688
2.5,2.920817,2.534214
2.5,2.9791543,2.5361314
3.5,3.552341,3.481729
0.8,0.97651434,0.7749961
0.8,0.97364885,0.80428886
4.25,4.128369,4.200648
3.0,3.2706742,2.9901938
3.0,3.0637183,2.932485
3.0,2.5748298,2.5631406
4.0,3.6968539,3.9152794
3.75,4.3452644,3.8096924
3.5,3.5516193,3.485736
2.2,3.07856,2.241374
3.75,3.997001,3.7736754
3.0,3.2943254,2.994233
2.0,2.6678205,2.021214
2.0,2.7184057,2.0218124
4.5,4.3489366,4.4705358
3.1,3.0136135,3.051535
0.8,1.0041438,0.80516833
3.1,3.2945094,3.1011126
3.25,3.565169,3.2348285
3.75,3.748769,3.7298098
2.5,3.0651648,2.5677607
3.0,3.1484118,2.97099
3.25,3.55108,3.244779
2.5,2.9513168,2.5108445
0.8,0.97627115,0.7892659
2.5,2.9909105,2.5553093
4.25,4.233034,4.1976256
4.25,4.06563,4.195586
4.25,4.2129927,4.1972327
3.5,3.8576925,3.5666142
4.0,3.7132704,3.9241486
4.25,4.118491,4.200648
2.5,3.0783553,2.5688236
3.0,3.3799012,3.0579169
2.0,2.6542144,2.0245647
8.95,9.347374,8.946349
3.0,3.0750911,2.9538188
4.25,4.2712803,4.1864996
2.5,3.0067055,2.5092754
8.95,9.472187,8.948176
3.0,3.251607,2.9966562
0.8,0.9893205,0.8041432
2.2,2.7996511,2.2305055
3.1,3.0136135,3.053176
0.8,0.9892079,0.80516833
3.0,3.3218303,2.994233
3.0,3.0761397,2.9541314
3.0,3.0827398,2.956917
3.5,3.60788,3.481404
2.0,2.647985,2.0271523
3.0,3.1153076,2.954928
4.5,4.426615,4.443202
3.5,3.8324795,3.5655117
3.0,2.5855088,2.7500122
3.1,3.4394617,3.1003826
2.45,2.9666138,2.5124989
3.5,3.5742853,3.47096
3.1,3.0136135,3.051535
8.95,9.842569,9.038089
3.0,3.0624807,2.9324298
3.1,3.3265626,3.101064
3.0,3.0848536,2.9754167
2.5,2.9379652,2.5369356
3.75,4.1011357,3.7804694
2.5,2.9368181,2.5359888
0.8,0.9960759,0.80465
4.5,4.257737,4.4674597
2.0,2.6906068,2.0218124
3.0,3.0922651,2.9540684
3.25,3.572045,3.3230681
3.75,4.1392784,3.7800767
2.45,3.1313722,2.5134223
3.25,3.452324,3.1921175
4.0,3.6261127,3.9194467
3.75,3.708335,3.7326243
3.75,3.7055387,3.6812975
3.0,3.1407378,2.9709263
3.0,3.20423,2.964046
3.1,3.429511,3.1018622
4.5,4.2678766,4.470465
3.25,3.5537047,3.2617116
3.1,3.0136135,3.0535529
2.0,2.6969678,2.0218124
2.2,2.8603082,2.231433
2.5,3.148479,2.5099986
4.75,4.5087214,4.691645
3.0,3.068642,2.9569094
2.5,3.014188,2.5469668
3.0,3.5327392,3.0584881
2.55,3.0136135,2.6170678
3.1,3.421829,3.1012104
3.75,3.7280722,3.7289572
3.0,3.612911,3.0251803
3.5,3.6569095,3.47096
4.25,4.0741243,4.195586
3.0,3.068615,2.9727805
2.55,3.0136135,2.6178908
3.5,3.5979214,3.473054
3.0,3.1428447,2.9966562
3.0,3.1726894,2.9645941
2.2,2.7954578,2.231433
3.0,3.2673602,2.9907348
4.25,4.232005,4.1976256
2.5,3.062823,2.5588784
3.25,3.589715,3.3101587
2.5,3.073257,2.5564344
3.75,3.7392957,3.6808012
2.45,2.8774297,2.5141702
3.0,3.4042861,3.0574403
2.5,2.965703,2.5372694
3.5,3.5971437,3.4461205
3.0,3.0729604,2.9754167
3.0,3.070397,2.9328873
3.0,3.4853327,3.0621932
3.0,3.0645397,2.971408
3.5,3.7991724,3.5656078
3.0,3.071525,2.9538188
4.25,4.0684137,4.195979
3.75,3.6834135,3.7632315
4.75,4.510525,4.691975
4.5,4.275732,4.4671445
3.25,3.5600684,3.2419004
2.55,3.0136135,2.6123736
3.0,2.6307626,2.8006334
2.5,2.990212,2.5553093
3.0,3.2055666,2.9635885
3.0,3.2619648,2.9898517
3.0,3.5681484,3.0236044
2.2,2.8562922,2.231433
0.8,0.99170804,0.80516833
3.0,3.0625968,2.9537528
0.8,0.9875001,0.80516833
3.0,3.1722975,2.963537
3.0,3.17349,2.963907
2.1,2.6384733,2.657662
3.75,4.3727503,3.8086295
10.95,10.101587,10.8366785
4.5,4.4197893,4.446462
2.2,3.0747657,2.240144
3.75,4.1240206,3.7800767
4.0,3.6484258,3.921816
3.25,3.544203,3.263881
3.5,3.6184409,3.4962604
2.2,3.0951383,2.2381716
3.5,3.599014,3.5536942
3.0,3.0826178,2.9620206
0.8,0.9894799,0.80378854
2.5,3.0228221,2.55614
3.5,3.6144137,3.472513
2.65,3.3548436,2.7660718
3.1,3.0136135,3.0515962
2.2,2.8303337,2.2305055
3.0,3.040032,2.9328518
4.0,3.6636543,3.923318
2.5,3.0386672,2.553606
4.5,4.2173676,4.4829564
2.5,3.0775084,2.5665731
2.5,3.1319103,2.54258
0.8,0.9582536,0.80360067
3.0,3.0813408,2.9727805
3.0,3.0781894,2.9754167
3.5,3.585397,3.4448903
2.5,2.9677773,2.5092754
22.5,21.245089,22.977766
3.5,3.6237724,3.562854
3.5,3.5515416,3.4798136
2.5,2.9991586,2.5079029
4.25,4.1165442,4.1970277
3.5,3.8973515,3.5602772
2.5,2.918861,2.5372212
3.75,4.0643396,3.786021
3.0,3.1775913,2.9635885
3.0,3.0774262,2.9741867
0.8,0.9785571,0.80378854
2.5,3.0635748,2.567816
2.5,2.9173443,2.5352197
2.2,3.1359243,2.236799
3.25,3.5787122,3.304017
4.5,4.4270487,4.4424467
3.75,3.968074,3.7736754
3.0,3.0660572,2.932485
2.55,3.0136135,2.615566
4.5,4.3396206,4.513687
2.55,3.0136135,2.6163967
2.2,3.080643,2.241374
3.0,3.2050557,2.96234
4.75,4.518443,4.691975
2.5,3.0788717,2.563991
2.0,2.669915,2.0271523
4.75,4.496316,4.6877985
3.0,3.3910959,3.0584881
4.75,4.482505,4.691735
4.0,3.7038224,3.922123
3.75,4.06501,3.780946
2.0,2.6874728,2.021214
2.5,2.9464343,2.5364463
3.75,4.2924995,3.806851
2.5,3.0700483,2.5677607
4.25,4.2320685,4.1976256
2.5,3.0781827,2.5585964
3.0,3.2117555,2.9477282
3.25,3.5528848,3.263387
2.2,3.0656986,2.240144
3.75,3.7222345,3.7299187
2.5,2.915498,2.5083966
3.5,3.7780252,3.5655117
2.5,2.9717731,2.537452
2.5,2.9764614,2.507822
2.5,2.9822135,2.507822
2.5,2.9635801,2.542401
2.2,3.0731401,2.240144
3.75,3.7259004,3.7275333
4.75,4.500127,4.6920123
3.75,3.7152736,3.6812046
4.25,4.310383,4.1868925
3.25,3.5333898,3.270176
3.75,4.35252,3.8096924
3.0,3.4515982,3.0618005
2.5,2.9183571,2.5359888
0.8,0.9895979,0.8037572
3.0,3.2283018,2.948241
8.95,9.491772,8.946857
3.0,3.0854764,2.9754167
2.5,3.0794172,2.5592096
3.0,3.062832,2.9328873
2.5,3.0779066,2.5616238
3.75,3.709868,3.7252414
4.75,4.5676813,4.689978
2.5,3.0281959,2.5092754
2.5,3.081774,2.562491
3.0,3.099955,2.9554076
2.5,3.0155134,2.5563562
20.45,17.85269,20.14771
4.25,4.217349,4.1972327
3.1,3.0136135,3.053176
2.5,2.9820404,2.538275
3.0,3.1513152,2.97099
3.75,3.7670083,3.7212307
4.25,4.0656414,4.195586
2.0,2.6895924,2.0218124
3.5,3.5999138,3.4816694
3.1,3.0136135,3.0523944
3.0,3.3237486,2.9898517
3.0,3.2349658,2.9477835
2.2,3.085137,2.241374
2.5,2.9489946,2.507822
2.5,2.9520035,2.542401
3.0,3.083476,2.9754167
3.0,3.1144085,2.9516864
4.25,4.1916595,4.1972327
0.8,0.9736841,0.80378854
2.55,3.0136135,2.6150498
3.5,3.5797682,3.5814056
3.0,3.1427395,2.97099
3.1,3.0136135,3.051535
3.75,4.0689497,3.780946
4.25,4.1092305,4.1970277
2.5,3.1641042,2.5406232
7.6,7.7055655,7.604954
3.0,3.1614194,2.97099
3.0,3.2319713,2.9637225
14.75,17.835161,14.902363
3.75,3.718912,3.6812046
3.75,3.7294385,3.7302024
3.75,3.7367918,3.724486
3.0,3.2046504,2.9448996
3.25,3.5705914,3.308772
2.2,2.8177009,2.2299645
0.8,0.9892796,0.80419654
3.5,3.637166,3.4461205
2.0,2.648676,2.0245647
3.5,3.6212747,3.4461205
3.5,3.5465124,3.481481
0.8,0.98185617,0.80516833
2.0,2.6731339,2.0218124
3.5,3.8921077,3.5632794
3.75,3.77154,3.6820943
3.0,3.0744064,2.9545846
2.5,3.124762,2.541455
2.2,3.0335834,2.241374
3.0,3.2186704,2.9959803
4.25,4.065442,4.195586
3.0,3.0672708,2.932485
3.0,3.2001743,2.9475558
2.5,3.003641,2.557634
2.5,3.0312755,2.5557842
3.0,3.1606479,2.9703915
2.0,2.649564,2.021214
2.5,2.9380856,2.5377245
2.5,2.9415913,2.537452
3.0,3.295883,2.9959803
0.8,0.9886216,0.8036213
3.0,3.3049278,2.9898517
3.0,3.078255,2.9754167
4.75,4.5016127,4.693894
2.0,2.6866512,2.0218124
3.1,3.0136135,3.052051
3.0,3.412022,3.0570476
2.5,3.0667944,2.5673032
3.0,3.1852708,2.9617467
3.5,4.131933,3.5667787
3.0,3.0597658,2.9329426
2.5,3.1250055,2.5431945
0.8,0.9835891,0.8041432
3.0,3.4420679,3.0621932
3.1,3.374041,3.1012104
4.5,4.4380016,4.446792
3.5,3.903872,3.5667205
2.5,3.1895397,2.5410001
3.0,3.4623244,3.0584881
2.5,3.0879018,2.5613217
3.0,2.6398828,2.5717437
2.55,3.0136135,2.6178908
3.0,3.1702418,2.9703915
4.25,4.112547,4.1964564
2.5,2.9278812,2.5071583
2.5,2.9973614,2.5551975
2.5,2.9904153,2.5083568
2.5,2.9897866,2.5108445
2.5,2.9442782,2.5083966
3.0,3.0660746,2.9527907
3.75,4.303133,3.811845
2.2,3.0618038,2.241374
3.0,3.0795465,2.9296012
4.5,4.4139204,4.4515266
3.75,3.7289796,3.6812046
3.0,3.0918002,2.9754167
3.75,3.7437117,3.741885
2.2,2.8414748,2.231433
2.5,2.9588466,2.5357192
3.75,4.3159246,3.8095963
3.5,3.941655,3.5618267
2.5,3.0878286,2.5579312
2.5,3.0770283,2.5677607
2.2,2.8592405,2.231433
2.1,2.609436,2.6088607
2.5,2.8758633,2.5423458
4.25,4.3288016,4.1868925
2.5,3.0129895,2.5092754
4.25,4.0673523,4.195979
3.0,3.0205312,2.9741867
2.5,2.9567733,2.5083966
4.5,4.4317417,4.4465513
3.0,3.5350857,3.0189044
4.5,4.3988047,4.446462
3.0,3.0677814,2.932485
2.5,3.036286,2.5092754
2.5,2.923627,2.5355413
14.75,18.13846,14.926222
3.25,3.5582135,3.2405484
4.25,4.2160597,4.1976256
0.8,0.98871255,0.7998991
3.0,2.5889802,2.765203
2.5,3.0108345,2.5092754
3.5,3.6418316,3.4842415
2.2,3.1200156,2.241374
3.0,3.2013323,2.9470983
3.25,3.5200355,3.2694528
2.0,2.6511655,2.0245647
2.5,2.9325767,2.532685
3.0,3.1476831,2.9638312
4.25,4.109806,4.1970277
3.0,3.643633,3.0251803
3.75,3.717074,3.680839
2.5,3.1409523,2.5417619
3.0,3.0551949,2.9267654
3.75,3.7495592,3.7311387
3.1,3.0136135,3.0528817
4.25,4.2620964,4.1864996
3.75,4.3055773,3.807364
2.0,2.6901112,2.021214
3.0,3.087728,2.9520376
3.1,3.0136135,3.0518637
3.5,3.8299913,3.5655117
2.2,3.0896232,2.241374
4.25,4.0995893,4.1964564
4.0,3.6833522,3.9278138
4.5,4.2096243,4.4694266
3.0,3.1265068,2.9741867
3.0,3.079458,2.9512882
2.5,3.071497,2.567816
2.5,2.9403892,2.536528
4.75,4.4799576,4.690684
3.75,3.7239158,3.6829264
3.0,3.2488804,2.9898517
3.0,3.0731544,2.932485
2.55,3.0136135,2.6170678
2.5,3.0902767,2.5609896
3.5,3.5818918,3.442486
4.0,3.7179422,3.9228377
0.8,0.9681051,0.8045851
4.0,3.691254,3.9213
3.25,3.5540967,3.2646646
2.5,3.1271315,2.5429568
2.5,2.932628,2.538743
2.2,2.7988539,2.231433
3.75,3.719182,3.6807423
3.25,3.575478,3.310286
3.75,3.7168324,3.7264693
0.8,0.9848496,0.80524105
3.75,3.7217185,3.680839
3.75,3.727216,3.7632315
4.5,4.385213,4.446462
3.5,3.786839,3.5655117
3.1,3.0136135,3.0535529
